Dispatching_base_num,Pickup_date,locationID
B00001,2015-10-01 05:15:00,
B00001,2015-10-01 05:30:00,
B00001,2015-10-01 05:30:00,
B00001,2015-10-01 05:45:00,
B00001,2015-10-01 06:00:00,
B00001,2015-10-01 06:00:00,
B00001,2015-10-01 06:00:00,
B00001,2015-10-01 06:15:00,
B00001,2015-10-01 06:30:00,
B00001,2015-10-01 06:30:00,
B00001,2015-10-01 07:00:00,
B00001,2015-10-01 07:30:00,
B00001,2015-10-01 07:30:00,
B00001,2015-10-01 07:45:00,
B00001,2015-10-01 07:45:00,
B00001,2015-10-01 08:00:00,
B00001,2015-10-01 08:00:00,
B00001,2015-10-01 08:10:00,
B00001,2015-10-01 08:20:00,
B00001,2015-10-01 08:30:00,
B00001,2015-10-01 08:53:00,
B00001,2015-10-01 09:00:00,
B00001,2015-10-01 09:00:00,
B00001,2015-10-01 09:00:00,
B00001,2015-10-01 09:00:00,
B00001,2015-10-01 09:10:00,
B00001,2015-10-01 09:30:00,
B00001,2015-10-01 09:30:00,
B00001,2015-10-01 09:30:00,
B00001,2015-10-01 09:30:00,
B00001,2015-10-01 09:34:00,
B00001,2015-10-01 09:38:00,
B00001,2015-10-01 10:00:00,
B00001,2015-10-01 10:0
