Dispatching_base_num,Pickup_date,locationID
B00008,2016-11-01 00:00:00,
B00008,2016-11-01 00:10:00,
B00008,2016-11-01 00:20:00,
B00008,2016-11-01 00:30:00,
B00008,2016-11-01 01:00:00,
B00008,2016-11-01 01:20:00,
B00008,2016-11-01 01:20:00,
B00008,2016-11-01 01:40:00,
B00008,2016-11-01 01:40:00,
B00008,2016-11-01 02:00:00,
B00008,2016-11-01 02:00:00,
B00008,2016-11-01 03:30:00,
B00008,2016-11-01 04:20:00,
B00008,2016-11-01 04:30:00,
B00008,2016-11-01 04:30:00,
B00008,2016-11-01 04:30:00,
B00008,2016-11-01 05:00:00,
B00008,2016-11-01 05:10:00,
B00008,2016-11-01 05:20:00,
B00008,2016-11-01 05:20:00,
B00008,2016-11-01 05:30:00,
B00008,2016-11-01 05:30:00,
B00008,2016-11-01 05:30:00,
B00008,2016-11-01 05:50:00,
B00008,2016-11-01 05:50:00,
B00008,2016-11-01 06:10:00,
B00008,2016-11-01 06:30:00,
B00008,2016-11-01 06:30:00,
B00008,2016-11-01 06:30:00,
B00008,2016-11-01 06:40:00,
B00008,2016-11-01 07:20:00,
B00008,2016-11-01 07:20:00,
B00008,2016-11-01 07:30:00,
B00008,2016-11-01 07:3
