Dispatching_base_num,Pickup_date,locationID
B00001,2015-12-01 04:30:00,
B00001,2015-12-01 04:30:00,
B00001,2015-12-01 04:45:00,
B00001,2015-12-01 05:15:00,
B00001,2015-12-01 05:20:00,
B00001,2015-12-01 05:43:00,
B00001,2015-12-01 06:00:00,
B00001,2015-12-01 06:00:00,
B00001,2015-12-01 06:00:00,
B00001,2015-12-01 06:00:00,
B00001,2015-12-01 06:15:00,
B00001,2015-12-01 06:40:00,
B00001,2015-12-01 07:00:00,
B00001,2015-12-01 07:00:00,
B00001,2015-12-01 07:00:00,
B00001,2015-12-01 07:20:00,
B00001,2015-12-01 07:30:00,
B00001,2015-12-01 07:30:00,
B00001,2015-12-01 07:35:00,
B00001,2015-12-01 07:36:00,
B00001,2015-12-01 07:45:00,
B00001,2015-12-01 08:14:00,
B00001,2015-12-01 08:30:00,
B00001,2015-12-01 08:30:00,
B00001,2015-12-01 08:30:00,
B00001,2015-12-01 09:00:00,
B00001,2015-12-01 09:00:00,
B00001,2015-12-01 09:00:00,
B00001,2015-12-01 09:00:00,
B00001,2015-12-01 09:15:00,
B00001,2015-12-01 09:30:00,
B00001,2015-12-01 09:45:00,
B00001,2015-12-01 10:00:00,
B00001,2015-12-01 10:2
