Dispatching_base_num,Pickup_date,locationID
B00001,2015-06-01 04:30:00,
B00001,2015-06-01 04:30:00,
B00001,2015-06-01 04:30:00,
B00001,2015-06-01 04:50:00,
B00001,2015-06-01 05:30:00,
B00001,2015-06-01 06:00:00,
B00001,2015-06-01 06:00:00,
B00001,2015-06-01 06:00:00,
B00001,2015-06-01 06:15:00,
B00001,2015-06-01 06:15:00,
B00001,2015-06-01 06:30:00,
B00001,2015-06-01 06:45:00,
B00001,2015-06-01 07:00:00,
B00001,2015-06-01 07:00:00,
B00001,2015-06-01 07:00:00,
B00001,2015-06-01 07:30:00,
B00001,2015-06-01 08:00:00,
B00001,2015-06-01 08:00:00,
B00001,2015-06-01 08:00:00,
B00001,2015-06-01 08:10:00,
B00001,2015-06-01 08:15:00,
B00001,2015-06-01 08:30:00,
B00001,2015-06-01 09:00:00,
B00001,2015-06-01 09:15:00,
B00001,2015-06-01 09:15:00,
B00001,2015-06-01 09:26:00,
B00001,2015-06-01 09:30:00,
B00001,2015-06-01 09:45:00,
B00001,2015-06-01 10:00:00,
B00001,2015-06-01 10:00:00,
B00001,2015-06-01 10:20:00,
B00001,2015-06-01 10:35:00,
B00001,2015-06-01 11:00:00,
B00001,2015-06-01 11:0
