Dispatching_base_num,Pickup_date,locationID
B00013,2015-02-01 00:00:00,
B00013,2015-02-01 00:01:00,
B00013,2015-02-01 00:21:00,
B00013,2015-02-01 01:00:00,
B00013,2015-02-01 02:10:00,
B00013,2015-02-01 03:34:00,
B00013,2015-02-01 03:37:00,
B00013,2015-02-01 03:39:00,
B00013,2015-02-01 03:42:00,
B00013,2015-02-01 03:44:00,
B00013,2015-02-01 03:45:00,
B00013,2015-02-01 03:46:00,
B00013,2015-02-01 03:47:00,
B00013,2015-02-01 03:50:00,
B00013,2015-02-01 03:52:00,
B00013,2015-02-01 03:55:00,
B00013,2015-02-01 03:57:00,
B00013,2015-02-01 03:59:00,
B00013,2015-02-01 04:06:00,
B00013,2015-02-01 04:07:00,
B00013,2015-02-01 04:14:00,
B00013,2015-02-01 04:17:00,
B00013,2015-02-01 04:19:00,
B00013,2015-02-01 04:21:00,
B00013,2015-02-01 04:23:00,
B00013,2015-02-01 04:26:00,
B00013,2015-02-01 04:30:00,
B00013,2015-02-01 04:38:00,
B00013,2015-02-01 04:41:00,
B00013,2015-02-01 04:46:00,
B00013,2015-02-01 04:48:00,
B00013,2015-02-01 05:21:00,
B00013,2015-02-01 05:30:00,
B00013,2015-02-01 06:4
