VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type

2,2018-02-01 00:39:38,2018-02-01 00:39:41,N,5,97,65,1,.00,20,0,0,3,0,,0,23,1,2
2,2018-02-01 00:58:28,2018-02-01 01:05:35,N,1,256,80,5,1.60,7.5,0.5,0.5,0.88,0,,0.3,9.68,1,1
2,2018-02-01 00:56:05,2018-02-01 01:18:54,N,1,25,95,1,9.60,28.5,0.5,0.5,5.96,0,,0.3,35.76,1,1
2,2018-02-01 00:12:40,2018-02-01 00:15:50,N,1,61,61,1,.73,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2018-02-01 00:45:18,2018-02-01 00:51:56,N,1,65,17,2,1.87,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,2018-02-01 00:30:57,2018-02-01 00:52:23,N,1,65,68,2,5.69,20,0.5,0.5,0,0,,0.3,21.3,2,1
1,2018-02-01 00:38:24,2018-02-01 00:50:24,N,1,17,35,1,2.90,11.5,0.5,0.5,0,0,,0.3,12.8,2,1
2,2018-02-01 00:09:15,2018-02-01 00:29:13,N,1,181,226,1,6.77,22,0.5,0.5,0,0,,0.3,23.3,2,1
1,2018-02-01 00:08:51,2018-02-01 00:15:14,N,5,168,1
