Dispatching_base_num,Pickup_date,locationID
B00001,2015-11-01 05:15:00,
B00001,2015-11-01 05:15:00,
B00001,2015-11-01 05:30:00,
B00001,2015-11-01 06:00:00,
B00001,2015-11-01 08:30:00,
B00001,2015-11-01 08:45:00,
B00001,2015-11-01 09:29:00,
B00001,2015-11-01 10:00:00,
B00001,2015-11-01 11:30:00,
B00001,2015-11-01 11:36:00,
B00001,2015-11-01 12:30:00,
B00001,2015-11-01 12:40:00,
B00001,2015-11-01 13:20:00,
B00001,2015-11-01 13:30:00,
B00001,2015-11-01 13:39:00,
B00001,2015-11-01 13:45:00,
B00001,2015-11-01 14:12:00,
B00001,2015-11-01 14:55:00,
B00001,2015-11-01 15:05:00,
B00001,2015-11-01 15:45:00,
B00001,2015-11-01 16:00:00,
B00001,2015-11-01 16:15:00,
B00001,2015-11-01 16:30:00,
B00001,2015-11-01 17:00:00,
B00001,2015-11-01 17:00:00,
B00001,2015-11-01 17:00:00,
B00001,2015-11-01 17:00:00,
B00001,2015-11-01 17:30:00,
B00001,2015-11-01 17:30:00,
B00001,2015-11-01 18:05:00,
B00001,2015-11-01 18:06:00,
B00001,2015-11-01 18:30:00,
B00001,2015-11-01 18:40:00,
B00001,2015-11-01 20:0
