Dispatching_base_num,Pickup_date,locationID
B00008,2016-07-01 00:00:00,
B00008,2016-07-01 01:10:00,
B00008,2016-07-01 01:50:00,
B00008,2016-07-01 02:00:00,
B00008,2016-07-01 04:00:00,
B00008,2016-07-01 04:00:00,
B00008,2016-07-01 04:50:00,
B00008,2016-07-01 05:00:00,
B00008,2016-07-01 05:00:00,
B00008,2016-07-01 05:30:00,
B00008,2016-07-01 05:30:00,
B00008,2016-07-01 05:40:00,
B00008,2016-07-01 06:00:00,
B00008,2016-07-01 06:00:00,
B00008,2016-07-01 06:20:00,
B00008,2016-07-01 06:30:00,
B00008,2016-07-01 06:50:00,
B00008,2016-07-01 06:50:00,
B00008,2016-07-01 07:00:00,
B00008,2016-07-01 07:00:00,
B00008,2016-07-01 07:00:00,
B00008,2016-07-01 07:30:00,
B00008,2016-07-01 07:30:00,
B00008,2016-07-01 07:40:00,
B00008,2016-07-01 07:40:00,
B00008,2016-07-01 07:50:00,
B00008,2016-07-01 07:50:00,
B00008,2016-07-01 07:50:00,
B00008,2016-07-01 08:00:00,
B00008,2016-07-01 08:20:00,
B00008,2016-07-01 08:30:00,
B00008,2016-07-01 08:30:00,
B00008,2016-07-01 08:30:00,
B00008,2016-07-01 08:5
