Dispatching_base_num,Pickup_date,locationID
B00008,2016-12-01 00:50:00,
B00008,2016-12-01 01:00:00,
B00008,2016-12-01 02:50:00,
B00008,2016-12-01 03:40:00,
B00008,2016-12-01 03:40:00,
B00008,2016-12-01 04:00:00,
B00008,2016-12-01 04:00:00,
B00008,2016-12-01 04:20:00,
B00008,2016-12-01 04:30:00,
B00008,2016-12-01 04:50:00,
B00008,2016-12-01 05:00:00,
B00008,2016-12-01 05:00:00,
B00008,2016-12-01 05:10:00,
B00008,2016-12-01 05:20:00,
B00008,2016-12-01 05:30:00,
B00008,2016-12-01 05:40:00,
B00008,2016-12-01 05:40:00,
B00008,2016-12-01 05:50:00,
B00008,2016-12-01 05:50:00,
B00008,2016-12-01 05:50:00,
B00008,2016-12-01 05:50:00,
B00008,2016-12-01 06:00:00,
B00008,2016-12-01 06:00:00,
B00008,2016-12-01 06:00:00,
B00008,2016-12-01 06:00:00,
B00008,2016-12-01 06:10:00,
B00008,2016-12-01 06:30:00,
B00008,2016-12-01 06:30:00,
B00008,2016-12-01 06:30:00,
B00008,2016-12-01 06:30:00,
B00008,2016-12-01 06:40:00,
B00008,2016-12-01 06:40:00,
B00008,2016-12-01 06:50:00,
B00008,2016-12-01 06:5
