Dispatching_base_num,Pickup_date,locationID
B00008,2016-03-01 00:30:00,
B00008,2016-03-01 00:30:00,
B00008,2016-03-01 01:10:00,
B00008,2016-03-01 01:50:00,
B00008,2016-03-01 02:30:00,
B00008,2016-03-01 02:50:00,
B00008,2016-03-01 03:20:00,
B00008,2016-03-01 03:30:00,
B00008,2016-03-01 03:30:00,
B00008,2016-03-01 03:50:00,
B00008,2016-03-01 04:30:00,
B00008,2016-03-01 05:00:00,
B00008,2016-03-01 05:30:00,
B00008,2016-03-01 05:40:00,
B00008,2016-03-01 05:50:00,
B00008,2016-03-01 06:00:00,
B00008,2016-03-01 06:00:00,
B00008,2016-03-01 06:00:00,
B00008,2016-03-01 06:20:00,
B00008,2016-03-01 06:30:00,
B00008,2016-03-01 06:30:00,
B00008,2016-03-01 06:30:00,
B00008,2016-03-01 06:30:00,
B00008,2016-03-01 06:50:00,
B00008,2016-03-01 07:00:00,
B00008,2016-03-01 07:20:00,
B00008,2016-03-01 07:20:00,
B00008,2016-03-01 07:20:00,
B00008,2016-03-01 07:20:00,
B00008,2016-03-01 07:30:00,
B00008,2016-03-01 07:30:00,
B00008,2016-03-01 07:40:00,
B00008,2016-03-01 07:50:00,
B00008,2016-03-01 08:0
